0	K001	K002	0.3974358974358974
1	K001	K003	0.43956043956043955
2	K001	K004	0.3333333333333333
3	K001	K005	0.42473118279569894
4	K001	K006	0.3333333333333333
5	K001	K008	0.41903858317520565
6	K001	K009	0.3111111111111111
7	K001	K010	0.5738916256157636
8	K001	K012	0.37807881773399016
9	K001	K013	0.49382716049382713
10	K001	K015	0.4047619047619047
11	K001	K016	0.4278033794162826
12	K001	K017	0.5066666666666667
13	K001	K021	0.345679012345679
14	K001	K022	0.3218390804597701
15	K001	K023	0.3333333333333333
16	K001	K024	0.3580246913580247
17	K001	K026	0.3783643892339545
18	K001	K027	0.3451867816091954
19	K002	K001	0.34375
20	K002	K003	0.3452380952380953
21	K002	K004	0.3333333333333333
22	K002	K005	0.3440860215053763
23	K002	K006	0.3333333333333333
24	K002	K008	0.3333333333333333
25	K002	K009	0.35448028673835125
26	K002	K010	0.37777777777777777
27	K002	K012	0.367816091954023
28	K002	K013	0.3333333333333333
29	K002	K015	0.3333333333333333
30	K002	K016	0.3333333333333333
31	K002	K017	0.4197530864197531
32	K002	K021	0.3333333333333333
33	K002	K022	0.3448275862068966
34	K002	K023	0.3444444444444445
35	K002	K024	0.3333333333333333
36	K002	K026	0.36231884057971014
37	K002	K027	0.3440860215053763
38	K003	K001	0.3979885057471264
39	K003	K002	0.3817663817663817
40	K003	K004	0.3876923076923077
41	K003	K005	0.34962962962962957
42	K003	K006	0.4117188983855651
43	K003	K008	0.6041666666666666
44	K003	K009	0.3563465579038438
45	K003	K010	0.4649425287356322
46	K003	K012	0.39080459770114945
47	K003	K013	0.3950617283950617
48	K003	K015	0.5155537310709725
49	K003	K016	0.34727200318598167
50	K003	K017	0.5061728395061729
51	K003	K021	0.5860440150295223
52	K003	K022	0.46084770114942525
53	K003	K023	0.4252274607113316
54	K003	K024	0.35802469135802467
55	K003	K026	0.3734025844220747
56	K003	K027	0.34839636633296256
57	K004	K001	0.3938936781609195
58	K004	K002	0.4264007597340931
59	K004	K003	0.5146520146520147
60	K004	K005	0.37949820788530464
61	K004	K006	0.4955935422602089
62	K004	K008	0.736875395319418
63	K004	K009	0.5544308490915832
64	K004	K010	0.449808429118774
65	K004	K012	0.5829228243021346
66	K004	K013	0.480630055342699
67	K004	K015	0.4462233169129721
68	K004	K016	0.49123855037833525
69	K004	K017	0.5659259259259259
70	K004	K021	0.6119162640901772
71	K004	K022	0.7033045977011495
72	K004	K023	0.4391508133443618
73	K004	K024	0.48148148148148145
74	K004	K026	0.45625401584921826
75	K004	K027	0.43387328513162776
76	K005	K001	0.4973180076628352
77	K005	K002	0.43969610636277306
78	K005	K003	0.3333333333333333
79	K005	K004	0.3333333333333333
80	K005	K006	0.33380816714150047
81	K005	K008	0.3406862745098039
82	K005	K009	0.5318007662835248
83	K005	K010	0.3333333333333333
84	K005	K012	0.3994252873563218
85	K005	K013	0.345679012345679
86	K005	K015	0.4786839384540533
87	K005	K016	0.3412982875348467
88	K005	K017	0.5022222222222222
89	K005	K021	0.39533011272141705
90	K005	K022	0.3333333333333333
91	K005	K023	0.3688172043010753
92	K005	K024	0.3333333333333333
93	K005	K026	0.3333333333333333
94	K005	K027	0.3641777901371895
95	K006	K001	0.3333333333333333
96	K006	K002	0.36324786324786323
97	K006	K003	0.4487179487179487
98	K006	K004	0.7063369963369963
99	K006	K005	0.36768219832735966
100	K006	K008	0.7150537634408601
101	K006	K009	0.4815473983438388
102	K006	K010	0.48333333333333334
103	K006	K012	0.33497536945812806
104	K006	K013	0.4610472541507024
105	K006	K015	0.5812959922155324
106	K006	K016	0.4503185981680606
107	K006	K017	0.3333333333333333
108	K006	K021	0.4793344068706387
109	K006	K022	0.45617816091954017
110	K006	K023	0.3333333333333333
111	K006	K024	0.3703703703703704
112	K006	K026	0.53151995430856
113	K006	K027	0.3608870967741935
114	K008	K001	0.41250000000000003
115	K008	K002	0.37369420702754036
116	K008	K003	0.5045787545787546
117	K008	K004	0.43274725274725273
118	K008	K005	0.5666069295101553
119	K008	K006	0.3683950617283951
120	K008	K009	0.5369175627240144
121	K008	K010	0.41190476190476194
122	K008	K012	0.44252873563218387
123	K008	K013	0.38952745849297576
124	K008	K015	0.4607583774250441
125	K008	K016	0.3456221198156682
126	K008	K017	0.4138271604938271
127	K008	K021	0.4512614063338701
128	K008	K022	0.47988505747126436
129	K008	K023	0.45409429280397023
130	K008	K024	0.3703703703703704
131	K008	K026	0.4985542942814308
132	K008	K027	0.4522849462365592
133	K009	K001	0.34698275862068967
134	K009	K002	0.4131054131054131
135	K009	K003	0.565934065934066
136	K009	K004	0.5241025641025642
137	K009	K005	0.39925925925925926
138	K009	K006	0.4723836657169991
139	K009	K008	0.6268382352941176
140	K009	K010	0.4819376026272579
141	K009	K012	0.5595238095238095
142	K009	K013	0.573009791400596
143	K009	K015	0.5049261083743842
144	K009	K016	0.4739147749900438
145	K009	K017	0.628641975308642
146	K009	K021	0.6372517444981213
147	K009	K022	0.41415229885057475
148	K009	K023	0.5688172043010753
149	K009	K024	0.48148148148148145
150	K009	K026	0.4092775041050903
151	K009	K027	0.37119948090470894
152	K010	K001	0.3645833333333333
153	K010	K002	0.3333333333333333
154	K010	K003	0.3452380952380953
155	K010	K004	0.38095238095238093
156	K010	K005	0.39456391875746716
157	K010	K006	0.3466666666666667
158	K010	K008	0.38709677419354843
159	K010	K009	0.3763440860215053
160	K010	K012	0.3333333333333333
161	K010	K013	0.3784589186888037
162	K010	K015	0.5308641975308642
163	K010	K016	0.347542242703533
164	K010	K017	0.4928395061728395
165	K010	K021	0.33977455716586147
166	K010	K022	0.3333333333333333
167	K010	K023	0.3333333333333333
168	K010	K024	0.3333333333333333
169	K010	K026	0.3913043478260869
170	K010	K027	0.3343413978494623
171	K012	K001	0.3340277777777778
172	K012	K002	0.3584995251661918
173	K012	K003	0.35714285714285715
174	K012	K004	0.36714285714285716
175	K012	K005	0.33849462365591393
176	K012	K006	0.3333333333333333
